,horario,dia,mes,energia,cor_atrasada,cor_principal,med_CO2,fat_pot_atrasado,fat_pot_principal,seg_no_dia,est_semanal,dia_semana,carga
7730,12:45:00,22,3,6.48,0.0,26.21,0.0,100.0,24.0,45900,Dia da Semana,Quinta-feira,Carga media
7731,13:00:00,22,3,6.41,0.0,26.24,0.0,100.0,23.73,46800,Dia da Semana,Quinta-feira,Carga media
7732,13:15:00,22,3,52.99,11.59,3.49,0.02,97.69,99.78,47700,Dia da Semana,Quinta-feira,Carga maxima
7733,13:30:00,22,3,105.44,33.95,0.0,0.05,95.19,100.0,48600,Dia da Semana,Quinta-feira,Carga maxima
7734,13:45:00,22,3,66.2,18.72,0.0,0.03,96.23,100.0,49500,Dia da Semana,Quinta-feira,Carga maxima
7735,14:00:00,22,3,57.17,18.22,0.0,0.03,95.28,100.0,50400,Dia da Semana,Quinta-feira,Carga maxima
7736,14:15:00,22,3,55.62,15.73,0.0,0.03,96.23,100.0,51300,Dia da Semana,Quinta-feira,Carga maxima
7737,14:30:00,22,3,58.03,17.1,0.0,0.03,95.92,100.0,52200,Dia da Semana,Quinta-feira,Carga maxima
7738,14:45:00,22,3,106.81,34.09,0.0,0.05,95.27,100.0,53100,Dia da Semana,Quinta-feira,Carga maxima
7739,15:00:00,22,3,96.52,31.39,0.0,0.04,95.1,100.0,54000,Dia da Semana,Quinta-feira,Carga maxima
7740,15:15:00,22,3,104.76,36.22,0.0,0.05,94.51,100.0,54900,Dia da Semana,Quinta-feira,Carga maxima
7741,15:30:00,22,3,71.57,20.63,0.0,0.03,96.09,100.0,55800,Dia da Semana,Quinta-feira,Carga maxima
7742,15:45:00,22,3,110.66,30.2,0.0,0.05,96.47,100.0,56700,Dia da Semana,Quinta-feira,Carga maxima
7743,16:00:00,22,3,68.54,10.15,1.08,0.03,98.92,99.99,57600,Dia da Semana,Quinta-feira,Carga maxima
7744,16:15:00,22,3,90.29,23.04,0.04,0.04,96.9,100.0,58500,Dia da Semana,Quinta-feira,Carga maxima
7745,16:30:00,22,3,99.76,35.06,0.0,0.05,94.34,100.0,59400,Dia da Semana,Quinta-feira,Carga maxima
7746,16:45:00,22,3,58.93,24.01,0.0,0.03,92.61,100.0,60300,Dia da Semana,Quinta-feira,Carga maxima
7747,17:00:00,22,3,37.12,2.66,4.5,0.02,99.74,99.27,61200,Dia da Semana,Quinta-feira,Carga maxima
7748,17:15:00,22,3,34.88,1.08,4.64,0.02,99.95,99.13,62100,Dia da Semana,Quinta-feira,Carga media
7749,17:30:00,22,3,37.12,1.87,4.0,0.02,99.87,99.42,63000,Dia da Semana,Quinta-feira,Carga media
7750,17:45:00,22,3,29.05,0.07,12.13,0.01,100.0,92.28,63900,Dia da Semana,Quinta-feira,Carga media
7751,18:00:00,22,3,28.33,0.0,13.07,0.01,100.0,90.8,64800,Dia da Semana,Quinta-feira,Carga media
7752,18:15:00,22,3,38.77,14.69,0.97,0.02,93.51,99.97,65700,Dia da Semana,Quinta-feira,Carga media
7753,18:30:00,22,3,42.23,20.99,0.0,0.02,89.55,100.0,66600,Dia da Semana,Quinta-feira,Carga media
7754,18:45:00,22,3,40.07,5.58,0.94,0.02,99.04,99.97,67500,Dia da Semana,Quinta-feira,Carga media
7755,19:00:00,22,3,43.2,4.1,0.43,0.02,99.55,100.0,68400,Dia da Semana,Quinta-feira,Carga media
7756,19:15:00,22,3,36.97,1.3,4.14,0.02,99.94,99.38,69300,Dia da Semana,Quinta-feira,Carga media
7757,19:30:00,22,3,38.56,3.13,1.4,0.02,99.67,99.93,70200,Dia da Semana,Quinta-feira,Carga media
7758,19:45:00,22,3,41.47,4.64,0.72,0.02,99.38,99.98,71100,Dia da Semana,Quinta-feira,Carga media
7759,20:00:00,22,3,37.48,2.38,3.2,0.02,99.8,99.64,72000,Dia da Semana,Quinta-feira,Carga media
7760,20:15:00,22,3,33.05,0.61,5.4,0.02,99.98,98.69,72900,Dia da Semana,Quinta-feira,Carga media
7761,20:30:00,22,3,37.19,2.48,2.59,0.02,99.78,99.76,73800,Dia da Semana,Quinta-feira,Carga media
7762,20:45:00,22,3,37.04,0.54,2.77,0.02,99.99,99.72,74700,Dia da Semana,Quinta-feira,Carga media
7763,21:00:00,22,3,38.05,0.9,2.63,0.02,99.97,99.76,75600,Dia da Semana,Quinta-feira,Carga media
7764,21:15:00,22,3,87.98,13.0,0.32,0.04,98.93,100.0,76500,Dia da Semana,Quinta-feira,Carga media
7765,21:30:00,22,3,42.55,3.13,10.37,0.02,99.73,97.16,77400,Dia da Semana,Quinta-feira,Carga media
7766,21:45:00,22,3,12.2,0.0,21.42,0.01,100.0,49.49,78300,Dia da Semana,Quinta-feira,Carga media
7767,22:00:00,22,3,7.13,0.0,24.77,0.0,100.0,27.66,79200,Dia da Semana,Quinta-feira,Carga media
7768,22:15:00,22,3,6.91,2.34,13.93,0.0,94.72,44.44,80100,Dia da Semana,Quinta-feira,Carga media
7769,22:30:00,22,3,6.66,6.59,0.0,0.0,71.08,100.0,81000,Dia da Semana,Quinta-feira,Carga media
7770,22:45:00,22,3,6.59,6.26,0.0,0.0,72.5,100.0,81900,Dia da Semana,Quinta-feira,Carga media
7771,23:00:00,22,3,7.34,6.23,0.0,0.0,76.24,100.0,82800,Dia da Semana,Quinta-feira,Carga media
7772,23:15:00,22,3,7.7,5.83,0.0,0.0,79.73,100.0,83700,Dia da Semana,Quinta-feira,Carga leve
7773,23:30:00,22,3,6.95,5.11,0.0,0.0,80.57,100.0,84600,Dia da Semana,Quinta-feira,Carga leve
7774,23:45:00,22,3,5.4,5.58,0.0,0.0,69.54,100.0,85500,Dia da Semana,Quinta-feira,Carga leve
7775,00:00:00,22,3,5.08,5.65,0.0,0.0,66.86,100.0,0,Dia da Semana,Quinta-feira,Carga leve
7776,00:15:00,23,3,4.9,5.54,0.0,0.0,66.25,100.0,900,Dia da Semana,Sexta-feira,Carga leve
7777,00:30:00,23,3,3.96,4.93,0.0,0.0,62.62,100.0,1800,Dia da Semana,Sexta-feira,Carga leve
7778,00:45:00,23,3,3.85,5.04,0.0,0.0,60.7,100.0,2700,Dia da Semana,Sexta-feira,Carga leve
7779,01:00:00,23,3,3.89,5.33,0.0,0.0,58.95,100.0,3600,Dia da Semana,Sexta-feira,Carga leve
7780,01:15:00,23,3,3.89,4.9,0.0,0.0,62.18,100.0,4500,Dia da Semana,Sexta-feira,Carga leve
7781,01:30:00,23,3,3.85,5.04,0.0,0.0,60.7,100.0,5400,Dia da Semana,Sexta-feira,Carga leve
7782,01:45:00,23,3,3.96,5.62,0.0,0.0,57.6,100.0,6300,Dia da Semana,Sexta-feira,Carga leve
7783,02:00:00,23,3,3.85,5.47,0.0,0.0,57.56,100.0,7200,Dia da Semana,Sexta-feira,Carga leve
7784,02:15:00,23,3,3.89,5.54,0.0,0.0,57.47,100.0,8100,Dia da Semana,Sexta-feira,Carga leve
7785,02:30:00,23,3,3.85,5.54,0.0,0.0,57.07,100.0,9000,Dia da Semana,Sexta-feira,Carga leve
7786,02:45:00,23,3,3.92,5.22,0.0,0.0,60.05,100.0,9900,Dia da Semana,Sexta-feira,Carga leve
7787,03:00:00,23,3,3.53,4.46,0.0,0.0,62.06,100.0,10800,Dia da Semana,Sexta-feira,Carga leve
7788,03:15:00,23,3,3.28,4.21,0.0,0.0,61.46,100.0,11700,Dia da Semana,Sexta-feira,Carga leve
7789,03:30:00,23,3,3.28,4.14,0.0,0.0,62.1,100.0,12600,Dia da Semana,Sexta-feira,Carga leve
7790,03:45:00,23,3,3.31,4.32,0.0,0.0,60.82,100.0,13500,Dia da Semana,Sexta-feira,Carga leve
7791,04:00:00,23,3,3.31,4.21,0.0,0.0,61.81,100.0,14400,Dia da Semana,Sexta-feira,Carga leve
7792,04:15:00,23,3,3.31,4.32,0.0,0.0,60.82,100.0,15300,Dia da Semana,Sexta-feira,Carga leve
7793,04:30:00,23,3,3.24,4.03,0.0,0.0,62.66,100.0,16200,Dia da Semana,Sexta-feira,Carga leve
7794,04:45:00,23,3,3.6,4.9,0.0,0.0,59.21,100.0,17100,Dia da Semana,Sexta-feira,Carga leve
7795,05:00:00,23,3,3.78,5.29,0.0,0.0,58.14,100.0,18000,Dia da Semana,Sexta-feira,Carga leve
7796,05:15:00,23,3,3.35,4.07,0.0,0.0,63.55,100.0,18900,Dia da Semana,Sexta-feira,Carga leve
7797,05:30:00,23,3,3.24,4.07,0.0,0.0,62.28,100.0,19800,Dia da Semana,Sexta-feira,Carga leve
7798,05:45:00,23,3,3.67,4.64,0.0,0.0,62.04,100.0,20700,Dia da Semana,Sexta-feira,Carga leve
7799,06:00:00,23,3,3.53,4.57,0.0,0.0,61.13,100.0,21600,Dia da Semana,Sexta-feira,Carga leve
7800,06:15:00,23,3,3.24,4.0,0.0,0.0,62.94,100.0,22500,Dia da Semana,Sexta-feira,Carga leve
7801,06:30:00,23,3,3.24,3.96,0.0,0.0,63.32,100.0,23400,Dia da Semana,Sexta-feira,Carga leve
7802,06:45:00,23,3,3.17,4.1,0.0,0.0,61.17,100.0,24300,Dia da Semana,Sexta-feira,Carga leve
7803,07:00:00,23,3,3.28,4.5,0.0,0.0,58.9,100.0,25200,Dia da Semana,Sexta-feira,Carga leve
7804,07:15:00,23,3,3.24,4.36,0.0,0.0,59.65,100.0,26100,Dia da Semana,Sexta-feira,Carga leve
7805,07:30:00,23,3,3.92,5.0,0.0,0.0,61.7,100.0,27000,Dia da Semana,Sexta-feira,Carga leve
7806,07:45:00,23,3,5.65,6.26,0.0,0.0,67.0,100.0,27900,Dia da Semana,Sexta-feira,Carga leve
7807,08:00:00,23,3,4.93,5.65,0.0,0.0,65.75,100.0,28800,Dia da Semana,Sexta-feira,Carga leve
7808,08:15:00,23,3,70.34,45.61,0.0,0.03,83.9,100.0,29700,Dia da Semana,Sexta-feira,Carga leve
7809,08:30:00,23,3,104.08,69.88,0.0,0.05,83.02,100.0,30600,Dia da Semana,Sexta-feira,Carga leve
7810,08:45:00,23,3,125.35,73.87,0.0,0.06,86.15,100.0,31500,Dia da Semana,Sexta-feira,Carga leve
7811,09:00:00,23,3,109.73,46.37,0.0,0.05,92.11,100.0,32400,Dia da Semana,Sexta-feira,Carga leve
7812,09:15:00,23,3,151.31,65.2,0.0,0.07,91.84,100.0,33300,Dia da Semana,Sexta-feira,Carga media
7813,09:30:00,23,3,122.9,51.3,0.0,0.06,92.28,100.0,34200,Dia da Semana,Sexta-feira,Carga media
7814,09:45:00,23,3,121.9,54.22,0.0,0.06,91.37,100.0,35100,Dia da Semana,Sexta-feira,Carga media
7815,10:00:00,23,3,126.65,52.27,0.0,0.06,92.44,100.0,36000,Dia da Semana,Sexta-feira,Carga media
7816,10:15:00,23,3,114.52,44.14,0.0,0.05,93.31,100.0,36900,Dia da Semana,Sexta-feira,Carga maxima
7817,10:30:00,23,3,92.41,33.73,0.0,0.04,93.94,100.0,37800,Dia da Semana,Sexta-feira,Carga maxima
7818,10:45:00,23,3,102.82,39.56,0.0,0.05,93.33,100.0,38700,Dia da Semana,Sexta-feira,Carga maxima
7819,11:00:00,23,3,96.3,38.95,0.0,0.04,92.7,100.0,39600,Dia da Semana,Sexta-feira,Carga maxima
7820,11:15:00,23,3,89.53,56.63,0.0,0.04,84.51,100.0,40500,Dia da Semana,Sexta-feira,Carga maxima
7821,11:30:00,23,3,112.07,63.32,0.0,0.05,87.06,100.0,41400,Dia da Semana,Sexta-feira,Carga maxima
7822,11:45:00,23,3,92.3,54.43,0.0,0.04,86.14,100.0,42300,Dia da Semana,Sexta-feira,Carga maxima
7823,12:00:00,23,3,138.78,82.94,0.0,0.06,85.84,100.0,43200,Dia da Semana,Sexta-feira,Carga maxima
7824,12:15:00,23,3,17.39,5.58,19.08,0.01,95.22,67.36,44100,Dia da Semana,Sexta-feira,Carga media
7825,12:30:00,23,3,5.8,0.0,25.52,0.0,100.0,22.16,45000,Dia da Semana,Sexta-feira,Carga media
7826,12:45:00,23,3,6.59,0.0,24.8,0.0,100.0,25.68,45900,Dia da Semana,Sexta-feira,Carga media
7827,13:00:00,23,3,5.44,0.0,18.94,0.0,100.0,27.61,46800,Dia da Semana,Sexta-feira,Carga media
7828,13:15:00,23,3,70.34,22.1,4.54,0.03,95.4,99.79,47700,Dia da Semana,Sexta-feira,Carga maxima
7829,13:30:00,23,3,92.84,39.31,0.0,0.04,92.09,100.0,48600,Dia da Semana,Sexta-feira,Carga maxima
7830,13:45:00,23,3,101.56,40.46,0.0,0.05,92.9,100.0,49500,Dia da Semana,Sexta-feira,Carga maxima
7831,14:00:00,23,3,100.91,40.5,0.0,0.05,92.8,100.0,50400,Dia da Semana,Sexta-feira,Carga maxima
7832,14:15:00,23,3,120.24,58.0,0.0,0.06,90.07,100.0,51300,Dia da Semana,Sexta-feira,Carga maxima
7833,14:30:00,23,3,127.51,53.78,0.0,0.06,92.14,100.0,52200,Dia da Semana,Sexta-feira,Carga maxima
7834,14:45:00,23,3,76.03,30.2,0.0,0.03,92.94,100.0,53100,Dia da Semana,Sexta-feira,Carga maxima
7835,15:00:00,23,3,142.78,67.32,0.0,0.07,90.45,100.0,54000,Dia da Semana,Sexta-feira,Carga maxima
7836,15:15:00,23,3,102.89,48.64,0.0,0.05,90.41,100.0,54900,Dia da Semana,Sexta-feira,Carga maxima
7837,15:30:00,23,3,116.03,41.9,0.0,0.05,94.06,100.0,55800,Dia da Semana,Sexta-feira,Carga maxima
7838,15:45:00,23,3,89.78,24.77,0.0,0.04,96.4,100.0,56700,Dia da Semana,Sexta-feira,Carga maxima
7839,16:00:00,23,3,102.56,30.64,0.0,0.05,95.82,100.0,57600,Dia da Semana,Sexta-feira,Carga maxima
7840,16:15:00,23,3,133.63,49.25,0.0,0.06,93.83,100.0,58500,Dia da Semana,Sexta-feira,Carga maxima
7841,16:30:00,23,3,61.85,20.63,0.0,0.03,94.86,100.0,59400,Dia da Semana,Sexta-feira,Carga maxima
7842,16:45:00,23,3,95.8,40.46,0.0,0.04,92.12,100.0,60300,Dia da Semana,Sexta-feira,Carga maxima
7843,17:00:00,23,3,127.01,41.04,0.0,0.06,95.16,100.0,61200,Dia da Semana,Sexta-feira,Carga maxima
7844,17:15:00,23,3,99.36,34.52,0.0,0.05,94.46,100.0,62100,Dia da Semana,Sexta-feira,Carga media
7845,17:30:00,23,3,81.83,21.42,0.07,0.04,96.74,100.0,63000,Dia da Semana,Sexta-feira,Carga media
7846,17:45:00,23,3,32.69,0.0,7.67,0.01,100.0,97.36,63900,Dia da Semana,Sexta-feira,Carga media
7847,18:00:00,23,3,32.44,0.0,7.96,0.01,100.0,97.12,64800,Dia da Semana,Sexta-feira,Carga media
7848,18:15:00,23,3,71.96,31.46,0.47,0.03,91.63,100.0,65700,Dia da Semana,Sexta-feira,Carga media
7849,18:30:00,23,3,137.41,70.34,0.0,0.06,89.02,100.0,66600,Dia da Semana,Sexta-feira,Carga media
7850,18:45:00,23,3,75.92,28.94,0.0,0.03,93.44,100.0,67500,Dia da Semana,Sexta-feira,Carga media
7851,19:00:00,23,3,56.41,22.86,0.0,0.03,92.68,100.0,68400,Dia da Semana,Sexta-feira,Carga media
7852,19:15:00,23,3,68.98,27.61,0.0,0.03,92.84,100.0,69300,Dia da Semana,Sexta-feira,Carga media
7853,19:30:00,23,3,56.74,20.7,0.0,0.03,93.94,100.0,70200,Dia da Semana,Sexta-feira,Carga media
7854,19:45:00,23,3,63.4,22.72,0.0,0.03,94.14,100.0,71100,Dia da Semana,Sexta-feira,Carga media
7855,20:00:00,23,3,58.28,21.28,0.0,0.03,93.93,100.0,72000,Dia da Semana,Sexta-feira,Carga media
7856,20:15:00,23,3,49.64,13.86,0.0,0.02,96.32,100.0,72900,Dia da Semana,Sexta-feira,Carga media
7857,20:30:00,23,3,42.44,4.0,1.04,0.02,99.56,99.97,73800,Dia da Semana,Sexta-feira,Carga media
7858,20:45:00,23,3,43.78,4.03,0.18,0.02,99.58,100.0,74700,Dia da Semana,Sexta-feira,Carga media
7859,21:00:00,23,3,44.6,3.96,0.47,0.02,99.61,99.99,75600,Dia da Semana,Sexta-feira,Carga media
7860,21:15:00,23,3,37.62,0.97,1.8,0.02,99.97,99.89,76500,Dia da Semana,Sexta-feira,Carga media
7861,21:30:00,23,3,39.96,1.8,0.22,0.02,99.9,100.0,77400,Dia da Semana,Sexta-feira,Carga media
7862,21:45:00,23,3,32.65,0.68,5.18,0.01,99.98,98.76,78300,Dia da Semana,Sexta-feira,Carga media
7863,22:00:00,23,3,7.42,0.0,24.34,0.0,100.0,29.16,79200,Dia da Semana,Sexta-feira,Carga media
7864,22:15:00,23,3,7.52,2.48,13.72,0.0,94.97,48.06,80100,Dia da Semana,Sexta-feira,Carga media
7865,22:30:00,23,3,4.97,5.76,0.0,0.0,65.33,100.0,81000,Dia da Semana,Sexta-feira,Carga media
7866,22:45:00,23,3,4.97,5.8,0.0,0.0,65.07,100.0,81900,Dia da Semana,Sexta-feira,Carga media
7867,23:00:00,23,3,4.5,5.22,0.0,0.0,65.29,100.0,82800,Dia da Semana,Sexta-feira,Carga media
7868,23:15:00,23,3,3.82,4.46,0.0,0.0,65.05,100.0,83700,Dia da Semana,Sexta-feira,Carga leve
7869,23:30:00,23,3,3.71,4.28,0.0,0.0,65.5,100.0,84600,Dia da Semana,Sexta-feira,Carga leve
7870,23:45:00,23,3,3.74,4.36,0.0,0.0,65.11,100.0,85500,Dia da Semana,Sexta-feira,Carga leve
7871,00:00:00,23,3,3.67,4.36,0.0,0.0,64.4,100.0,0,Dia da Semana,Sexta-feira,Carga leve
7872,00:15:00,24,3,3.67,4.32,0.0,0.0,64.74,100.0,900,Final de Semana,Sabado,Carga leve
7873,00:30:00,24,3,3.74,4.32,0.0,0.0,65.45,100.0,1800,Final de Semana,Sabado,Carga leve
7874,00:45:00,24,3,3.64,4.43,0.0,0.0,63.49,100.0,2700,Final de Semana,Sabado,Carga leve
7875,01:00:00,24,3,3.67,4.39,0.0,0.0,64.14,100.0,3600,Final de Semana,Sabado,Carga leve
7876,01:15:00,24,3,3.71,4.32,0.0,0.0,65.15,100.0,4500,Final de Semana,Sabado,Carga leve
7877,01:30:00,24,3,3.67,4.46,0.0,0.0,63.54,100.0,5400,Final de Semana,Sabado,Carga leve
7878,01:45:00,24,3,3.74,4.68,0.0,0.0,62.43,100.0,6300,Final de Semana,Sabado,Carga leve
7879,02:00:00,24,3,3.71,4.68,0.0,0.0,62.12,100.0,7200,Final de Semana,Sabado,Carga leve
7880,02:15:00,24,3,3.71,4.5,0.0,0.0,63.61,100.0,8100,Final de Semana,Sabado,Carga leve
7881,02:30:00,24,3,3.64,4.36,0.0,0.0,64.09,100.0,9000,Final de Semana,Sabado,Carga leve
7882,02:45:00,24,3,4.36,4.93,0.0,0.0,66.25,100.0,9900,Final de Semana,Sabado,Carga leve
7883,03:00:00,24,3,4.79,5.44,0.0,0.0,66.08,100.0,10800,Final de Semana,Sabado,Carga leve
7884,03:15:00,24,3,3.71,4.39,0.0,0.0,64.55,100.0,11700,Final de Semana,Sabado,Carga leve
7885,03:30:00,24,3,3.71,4.28,0.0,0.0,65.5,100.0,12600,Final de Semana,Sabado,Carga leve
7886,03:45:00,24,3,3.67,4.28,0.0,0.0,65.09,100.0,13500,Final de Semana,Sabado,Carga leve
7887,04:00:00,24,3,3.74,4.28,0.0,0.0,65.8,100.0,14400,Final de Semana,Sabado,Carga leve
7888,04:15:00,24,3,3.67,4.25,0.0,0.0,65.36,100.0,15300,Final de Semana,Sabado,Carga leve
7889,04:30:00,24,3,3.13,3.92,0.0,0.0,62.4,100.0,16200,Final de Semana,Sabado,Carga leve
7890,04:45:00,24,3,3.13,4.0,0.0,0.0,61.63,100.0,17100,Final de Semana,Sabado,Carga leve
7891,05:00:00,24,3,3.13,4.03,0.0,0.0,61.34,100.0,18000,Final de Semana,Sabado,Carga leve
7892,05:15:00,24,3,3.2,3.92,0.0,0.0,63.24,100.0,18900,Final de Semana,Sabado,Carga leve
7893,05:30:00,24,3,3.13,3.92,0.0,0.0,62.4,100.0,19800,Final de Semana,Sabado,Carga leve
7894,05:45:00,24,3,3.1,3.85,0.0,0.0,62.72,100.0,20700,Final de Semana,Sabado,Carga leve
7895,06:00:00,24,3,3.13,3.89,0.0,0.0,62.69,100.0,21600,Final de Semana,Sabado,Carga leve
7896,06:15:00,24,3,3.1,3.92,0.0,0.0,62.03,100.0,22500,Final de Semana,Sabado,Carga leve
7897,06:30:00,24,3,3.6,4.82,0.0,0.0,59.84,100.0,23400,Final de Semana,Sabado,Carga leve
7898,06:45:00,24,3,3.49,4.86,0.0,0.0,58.33,100.0,24300,Final de Semana,Sabado,Carga leve
7899,07:00:00,24,3,3.24,4.1,0.0,0.0,62.0,100.0,25200,Final de Semana,Sabado,Carga leve
7900,07:15:00,24,3,3.71,4.36,0.0,0.0,64.81,100.0,26100,Final de Semana,Sabado,Carga leve
7901,07:30:00,24,3,3.28,4.39,0.0,0.0,59.85,100.0,27000,Final de Semana,Sabado,Carga leve
7902,07:45:00,24,3,3.28,4.72,0.0,0.0,57.07,100.0,27900,Final de Semana,Sabado,Carga leve
7903,08:00:00,24,3,3.31,4.79,0.0,0.0,56.85,100.0,28800,Final de Semana,Sabado,Carga leve
7904,08:15:00,24,3,23.76,22.03,0.0,0.01,73.33,100.0,29700,Final de Semana,Sabado,Carga leve
7905,08:30:00,24,3,36.97,31.39,0.0,0.02,76.23,100.0,30600,Final de Semana,Sabado,Carga leve
7906,08:45:00,24,3,36.9,31.03,0.0,0.02,76.54,100.0,31500,Final de Semana,Sabado,Carga leve
7907,09:00:00,24,3,38.41,7.38,0.04,0.02,98.2,100.0,32400,Final de Semana,Sabado,Carga leve
7908,09:15:00,24,3,38.74,1.91,0.72,0.02,99.88,99.98,33300,Final de Semana,Sabado,Carga media
7909,09:30:00,24,3,33.16,0.4,3.02,0.02,99.99,99.59,34200,Final de Semana,Sabado,Carga media
7910,09:45:00,24,3,32.29,0.18,4.03,0.01,100.0,99.23,35100,Final de Semana,Sabado,Carga media
7911,10:00:00,24,3,31.79,0.0,4.79,0.01,100.0,98.88,36000,Final de Semana,Sabado,Carga media
7912,10:15:00,24,3,33.52,0.58,3.24,0.02,99.99,99.54,36900,Final de Semana,Sabado,Carga maxima
7913,10:30:00,24,3,36.4,0.79,2.27,0.02,99.98,99.81,37800,Final de Semana,Sabado,Carga maxima
7914,10:45:00,24,3,36.47,0.94,2.12,0.02,99.97,99.83,38700,Final de Semana,Sabado,Carga maxima
7915,11:00:00,24,3,32.54,0.29,4.18,0.01,100.0,99.19,39600,Final de Semana,Sabado,Carga maxima
7916,11:15:00,24,3,31.64,12.31,0.32,0.01,93.19,99.99,40500,Final de Semana,Sabado,Carga maxima
7917,11:30:00,24,3,32.72,14.22,0.0,0.02,91.71,100.0,41400,Final de Semana,Sabado,Carga maxima
7918,11:45:00,24,3,33.88,14.98,0.0,0.02,91.46,100.0,42300,Final de Semana,Sabado,Carga maxima
7919,12:00:00,24,3,29.34,12.46,0.0,0.01,92.04,100.0,43200,Final de Semana,Sabado,Carga maxima
7920,12:15:00,24,3,6.34,0.86,13.75,0.0,99.09,41.87,44100,Final de Semana,Sabado,Carga media
7921,12:30:00,24,3,3.78,0.0,16.42,0.0,100.0,22.43,45000,Final de Semana,Sabado,Carga media
7922,12:45:00,24,3,3.74,0.0,16.2,0.0,100.0,22.49,45900,Final de Semana,Sabado,Carga media
7923,13:00:00,24,3,3.74,0.0,16.2,0.0,100.0,22.49,46800,Final de Semana,Sabado,Carga media
7924,13:15:00,24,3,16.34,0.11,10.98,0.01,100.0,83.0,47700,Final de Semana,Sabado,Carga maxima
7925,13:30:00,24,3,33.08,0.86,2.38,0.02,99.97,99.74,48600,Final de Semana,Sabado,Carga maxima
7926,13:45:00,24,3,32.29,0.94,2.66,0.01,99.96,99.66,49500,Final de Semana,Sabado,Carga maxima
7927,14:00:00,24,3,34.34,1.55,1.69,0.02,99.9,99.88,50400,Final de Semana,Sabado,Carga maxima
7928,14:15:00,24,3,36.4,2.7,0.4,0.02,99.73,99.99,51300,Final de Semana,Sabado,Carga maxima
7929,14:30:00,24,3,33.19,1.69,1.44,0.02,99.87,99.91,52200,Final de Semana,Sabado,Carga maxima
7930,14:45:00,24,3,36.07,2.34,0.25,0.02,99.79,100.0,53100,Final de Semana,Sabado,Carga maxima
7931,15:00:00,24,3,33.84,1.8,1.55,0.02,99.86,99.9,54000,Final de Semana,Sabado,Carga maxima
7932,15:15:00,24,3,35.86,1.37,1.51,0.02,99.93,99.91,54900,Final de Semana,Sabado,Carga maxima
7933,15:30:00,24,3,39.24,2.63,0.04,0.02,99.78,100.0,55800,Final de Semana,Sabado,Carga maxima
7934,15:45:00,24,3,32.44,0.79,2.59,0.01,99.97,99.68,56700,Final de Semana,Sabado,Carga maxima
7935,16:00:00,24,3,36.4,2.16,0.68,0.02,99.82,99.98,57600,Final de Semana,Sabado,Carga maxima
7936,16:15:00,24,3,36.86,2.12,0.43,0.02,99.84,99.99,58500,Final de Semana,Sabado,Carga maxima
7937,16:30:00,24,3,34.74,1.48,1.33,0.02,99.91,99.93,59400,Final de Semana,Sabado,Carga maxima
7938,16:45:00,24,3,35.75,1.84,0.94,0.02,99.87,99.97,60300,Final de Semana,Sabado,Carga maxima
7939,17:00:00,24,3,27.04,1.51,7.67,0.01,99.84,96.2,61200,Final de Semana,Sabado,Carga maxima
7940,17:15:00,24,3,4.18,0.0,20.3,0.0,100.0,20.17,62100,Final de Semana,Sabado,Carga media
7941,17:30:00,24,3,4.28,0.0,25.7,0.0,100.0,16.43,63000,Final de Semana,Sabado,Carga media
7942,17:45:00,24,3,4.21,0.0,25.67,0.0,100.0,16.18,63900,Final de Semana,Sabado,Carga media
7943,18:00:00,24,3,4.14,0.0,25.7,0.0,100.0,15.9,64800,Final de Semana,Sabado,Carga media
7944,18:15:00,24,3,3.92,0.0,8.42,0.0,100.0,42.21,65700,Final de Semana,Sabado,Carga media
7945,18:30:00,24,3,3.89,0.0,7.56,0.0,100.0,45.75,66600,Final de Semana,Sabado,Carga media
7946,18:45:00,24,3,4.0,0.0,21.71,0.0,100.0,18.12,67500,Final de Semana,Sabado,Carga media
7947,19:00:00,24,3,4.1,0.0,26.1,0.0,100.0,15.52,68400,Final de Semana,Sabado,Carga media
7948,19:15:00,24,3,5.18,0.0,26.17,0.0,100.0,19.42,69300,Final de Semana,Sabado,Carga media
7949,19:30:00,24,3,4.46,0.0,26.24,0.0,100.0,16.76,70200,Final de Semana,Sabado,Carga media
7950,19:45:00,24,3,4.1,0.0,26.14,0.0,100.0,15.5,71100,Final de Semana,Sabado,Carga media
7951,20:00:00,24,3,3.67,0.0,20.05,0.0,100.0,18.01,72000,Final de Semana,Sabado,Carga media
7952,20:15:00,24,3,3.35,0.0,17.39,0.0,100.0,18.92,72900,Final de Semana,Sabado,Carga media
7953,20:30:00,24,3,3.35,0.0,17.42,0.0,100.0,18.88,73800,Final de Semana,Sabado,Carga media
7954,20:45:00,24,3,3.35,0.0,17.46,0.0,100.0,18.84,74700,Final de Semana,Sabado,Carga media
7955,21:00:00,24,3,3.38,0.0,17.42,0.0,100.0,19.05,75600,Final de Semana,Sabado,Carga media
7956,21:15:00,24,3,3.38,0.0,17.39,0.0,100.0,19.08,76500,Final de Semana,Sabado,Carga media
7957,21:30:00,24,3,3.35,0.0,17.39,0.0,100.0,18.92,77400,Final de Semana,Sabado,Carga media
7958,21:45:00,24,3,3.35,0.0,17.39,0.0,100.0,18.92,78300,Final de Semana,Sabado,Carga media
7959,22:00:00,24,3,3.35,0.0,17.39,0.0,100.0,18.92,79200,Final de Semana,Sabado,Carga media
